City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
1443,Iguape,BR,-24.7081,-47.5553,75.63,70,39,13.24,scattered clouds
1444,Iquitos,PE,-3.7481,-73.2472,80.64,83,75,2.3,heavy intensity rain
1445,Kpandae,GH,8.4689,-0.0113,87.55,19,45,3.27,scattered clouds
1446,Mindelo,CV,16.8901,-24.9804,72.95,68,75,26.46,broken clouds
1447,Ilhabela,BR,-23.7781,-45.3581,73.89,79,88,8.93,overcast clouds
1448,Warud,IN,21.4667,78.2667,67.19,47,3,4.41,clear sky
1449,Eirunepe,BR,-6.6603,-69.8736,83.5,78,98,2.04,overcast clouds
1450,Salym,RU,60.0625,71.4789,19.26,96,100,6.42,snow
1451,Mozarlandia,BR,-14.7447,-50.5706,84.36,68,100,4.97,overcast clouds
1452,Bensonville,LR,6.4461,-10.6125,81.95,81,59,5.82,broken clouds
1453,Batavia,US,41.85,-88.3126,45.14,32,90,5.01,overcast clouds
1454,Aliwal North,ZA,-30.6937,26.7114,60.48,90,100,11.3,light rain
1455,Rahimatpur,IN,17.6,74.2,68.25,90,0,2.62,clear sky
1456,Ouango,CF,4.3133,22.5552,74.03,82,88,2.91,overcast clouds
1457,Foligno,IT,42.944,12.7011,51.98,80,100,14.45,overcast clouds
1458,Hvolsvollur,IS,63.7533,-20.2243,18.81,75,6,5.59,clear sky
1459,Atbasar,KZ,51.8,68.3333,28.4,91,100,8.79,overcast clouds
1460,Santa Marta,CO,11.2408,-74.199,85.08,69,74,12.64,broken clouds
1461,Maralal,KE,1.0968,36.698,58.95,87,24,7.47,few clouds
1462,Baghdad,IQ,33.3406,44.4009,48.11,53,0,1.14,clear sky
1463,Kobryn,BY,52.2138,24.3564,32.68,62,100,6.96,overcast clouds
1464,Log,RU,49.4844,43.8613,34.38,99,100,7.76,moderate rain
1465,Strezhevoy,RU,60.7333,77.5889,12.18,98,100,3.56,overcast clouds
1466,Porto Walter,BR,-8.2686,-72.7439,86.49,66,100,4.18,overcast clouds
1467,Khandela,IN,27.6,75.5,60.28,58,0,2.17,clear sky
1468,Chern,RU,53.4523,36.9145,25.27,95,31,6.35,scattered clouds
1469,Ihosy,MG,-22.4,46.1167,73.89,75,0,5.77,clear sky
1470,Balashov,RU,51.5502,43.1667,31.78,79,100,4.14,overcast clouds
1471,Jurado,CO,7.1053,-77.7641,80.65,86,98,5.91,light rain
1472,Pervomayskoye,RU,43.919,46.7102,43.43,82,9,5.84,clear sky
1473,Vila Praia De Ancora,PT,41.811,-8.8526,53.94,85,11,12.01,few clouds
1474,Khor,RU,47.8861,134.9464,-2.69,90,74,7.07,light snow
1475,Romitan,UZ,39.9343,64.3814,42.75,61,40,6.91,scattered clouds
1476,Itacarambi,BR,-15.1022,-44.0919,78.8,83,34,3.71,scattered clouds
1477,Marquette,US,46.5333,-87.6335,26.33,61,100,14.36,overcast clouds
1478,Krasnoye,UA,49.9145,24.6134,22.35,76,100,6.26,overcast clouds
1479,Huancavelica,PE,-12.7667,-74.9833,46.13,73,100,7.18,overcast clouds
1480,Salzwedel,DE,52.85,11.15,38.37,90,100,11.32,overcast clouds
1481,Debre Zeyit,ET,8.75,38.9833,57.74,56,0,5.28,clear sky
1482,Solwezi,ZM,-12.1688,26.3894,68.83,54,7,3.91,clear sky
1483,Portlethen,GB,57.0547,-2.1307,42.57,89,75,1.99,broken clouds
1484,Sindor,RU,62.8629,51.8905,4.53,93,100,12.95,snow
1485,Bedele,ET,8.456,36.353,57.51,51,31,3.4,scattered clouds
1486,Indija,IN,20.0,77.0,68.22,47,0,5.99,clear sky
1487,Gambo,CF,4.6482,22.2633,73.92,72,100,1.48,overcast clouds
1488,Paragominas,BR,-2.9667,-47.4833,88.57,49,30,4.09,scattered clouds
1489,Antsohihy,MG,-14.8796,47.9875,79.25,75,0,0.63,clear sky
1490,Sokoto,NG,13.0609,5.239,79.39,14,16,10.38,few clouds
1491,Santa Isabel,BR,-23.3156,-46.2214,78.4,70,72,10.49,broken clouds
1492,Hosakote,IN,14.2769,77.1699,74.71,72,57,4.76,broken clouds
1493,Biltine,TD,14.5333,20.9167,81.16,18,0,7.49,clear sky
1494,San Carlos,VE,9.6612,-68.5827,91.89,41,79,2.95,broken clouds
1495,Spirovo,RU,57.419,34.9766,14.11,98,82,3.0,broken clouds
1496,Balta,UA,47.9355,29.6198,30.81,71,63,5.75,broken clouds
1497,Kuliyapitiya,LK,7.4688,80.0401,74.75,94,8,1.79,clear sky
1498,Eldorado,BR,-23.7869,-54.2836,92.08,32,88,10.31,overcast clouds
1499,Bahadurganj,IN,26.2667,87.8167,68.32,69,99,6.26,overcast clouds
1500,Kyzyl-Suu,KG,42.3414,78.0056,29.46,54,64,8.3,broken clouds
1501,Mufulira,ZM,-12.5498,28.2407,71.1,34,0,5.01,clear sky
1502,Kastamonu,TR,41.5,33.6667,43.5,80,100,3.74,overcast clouds
1503,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,96.13,21,88,10.18,overcast clouds
1504,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,83.44,76,96,0.45,very heavy rain
1505,Konevo,RU,62.1215,39.3192,1.53,90,100,9.15,overcast clouds
1506,Forestville,US,38.8451,-76.875,60.51,43,1,3.44,clear sky
1507,Luangwa,ZM,-15.6167,30.4167,86.09,31,18,3.15,few clouds
1508,Nanga Eboko,CM,4.6833,12.3667,77.85,64,48,3.11,scattered clouds
1509,Belozerskoye,RU,55.8214,65.5842,31.57,91,32,15.93,scattered clouds
1510,Torres,BR,-29.3353,-49.7269,78.82,72,100,14.38,overcast clouds
1511,Novyye Burasy,RU,52.1324,46.0714,32.95,79,100,6.8,overcast clouds
1512,Leo,BF,11.1,-2.1,82.02,16,25,7.74,scattered clouds
1513,Desaguadero,PE,-16.5656,-69.0417,58.17,49,59,13.87,broken clouds
1514,Khrenovoye,RU,51.12,40.2889,30.6,80,100,3.11,overcast clouds
1515,Rutana,BI,-3.8667,30.1,59.83,74,100,4.0,overcast clouds
1516,Oriximina,BR,-1.7656,-55.8661,83.79,75,54,3.65,broken clouds
1517,Morki,RU,56.4303,48.9947,27.77,85,100,11.18,overcast clouds
1518,Kargopol,RU,61.5071,38.9456,1.63,91,100,8.61,overcast clouds
1519,Khorramshahr,IR,30.4397,48.1664,49.96,53,0,4.61,clear sky
1520,Greifswald,DE,54.1,13.3833,39.11,92,100,10.04,overcast clouds
1521,Meiganga,CM,6.5167,14.3,77.27,37,71,5.79,broken clouds
1522,Giddalur,IN,15.35,78.9167,72.91,71,7,1.74,clear sky
1523,Pavilosta,LV,56.8879,21.1859,30.15,93,97,12.75,overcast clouds
1524,Fuerte Olimpo,PY,-21.0415,-57.8738,98.6,35,71,12.39,light rain
1525,Santa Margherita Ligure,IT,44.3346,9.212,53.49,92,100,5.95,overcast clouds
1526,Monster,NL,52.0258,4.175,46.38,69,75,10.0,broken clouds
1527,Hauterive,FR,46.0901,3.4459,43.56,89,99,6.87,overcast clouds
1528,Pirgos,GR,35.1167,25.7178,59.63,80,100,9.86,overcast clouds
1529,Afonso Bezerra,BR,-5.4983,-36.5056,91.47,41,94,10.09,overcast clouds
1530,Ipubi,BR,-7.6519,-40.1489,81.21,60,99,5.86,overcast clouds
1531,Zonguldak,TR,41.25,31.8333,49.5,81,100,3.78,overcast clouds
1532,Ascope,PE,-7.7144,-79.1078,65.53,51,100,11.21,overcast clouds
1533,Aqtobe,KZ,50.2797,57.2072,24.89,93,0,6.71,clear sky
1534,Kincardine,GB,56.0667,-3.7167,43.52,74,100,18.43,overcast clouds
1535,Turayf,SA,31.6725,38.6637,53.85,58,0,13.8,clear sky
1536,Konya,TR,38.1667,32.5,40.48,66,97,2.86,light rain
1537,Kisangani,CD,0.5167,25.2,72.84,97,100,2.06,light rain
1538,Waw,SS,7.7029,27.9953,84.38,33,19,4.18,few clouds
1539,Puerto Castilla,HN,16.0167,-85.9667,82.31,94,90,0.0,overcast clouds
1540,Dubti,ET,11.7361,41.0853,79.11,40,0,17.05,clear sky
1541,Peruibe,BR,-24.32,-46.9983,72.9,81,90,7.47,overcast clouds
1542,Novyy Urengoy,RU,66.0833,76.6333,-22.07,100,67,5.84,broken clouds
1543,Kamra,PK,33.7473,73.5111,51.94,65,100,7.45,overcast clouds
1544,Oxapampa,PE,-10.5775,-75.4017,67.03,91,100,2.48,overcast clouds
1545,Den Helder,NL,52.9599,4.7593,44.98,82,90,7.0,overcast clouds
1546,Matagami,CA,49.7502,-77.6328,3.31,78,75,2.3,broken clouds
1547,Leninskiy,RU,54.2781,37.4558,27.23,92,99,6.29,overcast clouds
1548,Boa Vista,BR,2.8197,-60.6733,91.38,43,75,11.5,broken clouds
1549,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,82.2,83,75,2.3,broken clouds
1550,Gurupa,BR,-1.405,-51.64,79.74,81,100,1.36,light rain
1551,Cacador,BR,-26.7753,-51.015,84.78,29,37,4.41,scattered clouds
1552,Bukama,CD,-9.2,25.85,74.79,71,2,1.05,clear sky
1553,Marolambo,MG,-20.05,48.1167,68.76,95,2,1.99,clear sky
1554,Drawsko Pomorskie,PL,53.5306,15.8097,33.67,96,100,1.99,overcast clouds
1555,Agadez,NE,19.75,10.25,68.38,17,15,10.27,few clouds
1556,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,91.27,44,88,6.73,overcast clouds
1557,Nova Russas,BR,-4.7067,-40.5631,91.33,40,64,7.65,broken clouds
1558,Sao Pedro Do Sul,BR,-29.6206,-54.1789,88.63,40,97,9.71,overcast clouds
1559,Lukulu,ZM,-14.3707,23.242,76.3,47,17,3.83,few clouds
1560,Negombo,LK,7.2083,79.8358,79.86,79,22,0.34,few clouds
1561,Kristiinankaupunki,FI,62.2743,21.376,11.75,82,6,11.68,clear sky
1562,Panaba,MX,21.2833,-88.2667,85.42,39,0,9.57,clear sky
1563,Krasnovishersk,RU,60.4078,57.082,30.87,87,100,7.56,overcast clouds
1564,Renkum,NL,51.9767,5.7333,41.86,95,75,9.22,broken clouds
1565,Marathon,US,44.9,-89.7668,33.33,50,1,3.0,clear sky
1566,Pizarro,CO,4.9533,-77.366,79.47,84,100,7.65,light rain
1567,Vytegra,RU,61.0064,36.4481,-3.55,98,30,4.81,scattered clouds
1568,Uribia,CO,11.7139,-72.266,89.46,47,90,22.66,overcast clouds
1569,Sestu,IT,39.2943,9.093,58.89,76,0,1.99,clear sky
1570,Moroni,KM,-11.7022,43.2551,80.15,75,11,3.22,few clouds
1571,Enterprise,US,36.0252,-115.2419,67.86,27,1,1.01,clear sky
1572,Banda Aceh,ID,5.5577,95.3222,77.72,84,42,5.7,scattered clouds
1573,Zatoka,UA,46.0725,30.4654,36.14,77,90,10.2,overcast clouds
1574,Santiago De Cuba,CU,20.0247,-75.8219,85.62,70,40,10.36,scattered clouds
1575,Senneterre,CA,48.3835,-77.2328,10.62,85,100,0.67,light snow
1576,Rozivka,UA,46.9385,35.7724,37.58,89,100,13.44,overcast clouds
1577,Manaquiri,BR,-3.3167,-60.35,84.69,69,55,3.62,light rain
1578,Pontes E Lacerda,BR,-15.2261,-59.3353,84.49,81,100,2.39,overcast clouds
1579,Kongoussi,BF,13.3258,-1.5347,82.83,10,67,9.95,broken clouds
1580,Lusambo,CD,-4.9667,23.45,69.08,98,100,0.65,overcast clouds
1581,Oron,NG,4.8256,8.2343,80.87,83,54,4.81,broken clouds
1582,Itupeva,BR,-23.1531,-47.0578,87.53,30,40,9.22,scattered clouds
1583,Batticaloa,LK,7.7102,81.6924,78.82,82,0,3.13,clear sky
1584,Gunjur,GM,13.2019,-16.7339,80.67,54,100,2.3,overcast clouds
1585,Santa Cruz De La Palma,ES,28.6835,-17.7642,68.14,64,40,13.8,scattered clouds
1586,Mapiripan,CO,2.8892,-72.1256,83.61,66,100,7.11,moderate rain
1587,Ilesha,NG,7.1371,5.2583,80.19,39,89,0.47,overcast clouds
1588,Tulum,MX,20.2167,-87.4667,83.93,51,0,5.53,clear sky
1589,Malavalli,IN,12.3833,77.0833,69.58,93,98,2.84,overcast clouds
1590,Behshahr,IR,36.6923,53.5526,39.15,50,0,6.33,clear sky
1591,Barreirinhas,BR,-2.7469,-42.8264,85.78,63,59,11.99,broken clouds
1592,Ramapuram,IN,13.1167,79.2,72.34,78,47,1.25,scattered clouds
1593,Malanje,AO,-9.5402,16.341,66.04,96,100,1.77,moderate rain
1594,Gandai,IN,21.6667,81.1,62.24,81,96,5.08,overcast clouds
1595,Vieux-Habitants,GP,16.0589,-61.7659,85.57,71,64,11.97,broken clouds
1596,Pavino,RU,59.1139,46.1414,11.7,93,100,8.55,light snow
1597,Arecibo,PR,18.4724,-66.7157,88.02,88,65,17.94,broken clouds
1598,Malindi,KE,-3.2175,40.1191,79.61,82,25,8.23,light rain
1599,Canutama,BR,-6.5339,-64.3831,86.79,67,96,2.28,overcast clouds
1600,Tazmalt,DZ,36.3868,4.3989,50.2,66,0,5.66,clear sky
1601,Mosalsk,RU,54.4881,34.9817,28.67,93,100,10.09,overcast clouds
1602,Volosovo,RU,59.4333,29.4833,14.56,92,79,6.29,broken clouds
1603,Sarkand,KZ,45.41,79.9186,40.8,70,99,3.36,overcast clouds
1604,Jos,NG,9.9167,8.9,70.23,36,76,6.49,broken clouds
1605,Guelph,CA,43.5501,-80.2497,38.28,55,90,19.57,overcast clouds
1606,Becerril,CO,9.7041,-73.2793,94.01,39,100,2.17,overcast clouds
1607,Nyazepetrovsk,RU,56.0531,59.6028,35.17,94,100,14.88,light rain
1608,Moletai,LT,55.2333,25.4167,28.69,98,99,4.81,light snow
1609,Le Locle,CH,47.0595,6.7523,39.52,93,90,5.75,light snow
1610,Cariamanga,EC,-4.3333,-79.55,75.97,69,98,5.44,moderate rain
1611,Eastbourne,GB,50.7687,0.2845,42.96,79,14,7.0,few clouds
1612,Kapchorwa,UG,1.3965,34.4509,62.33,68,47,7.38,scattered clouds
1613,Ribeira Brava,PT,32.65,-17.0667,66.83,71,98,10.8,overcast clouds
1614,Quchan,IR,37.106,58.5095,34.38,87,6,3.11,clear sky
1615,Velez-Malaga,ES,36.7726,-4.1005,61.07,66,7,11.45,clear sky
1616,Novo Aripuana,BR,-5.1206,-60.3797,82.87,78,77,1.59,broken clouds
1617,Navalmoral De La Mata,ES,39.8916,-5.5406,48.47,91,9,7.38,clear sky
1618,Micheweni,TZ,-4.9667,39.8333,80.24,79,12,6.62,few clouds
1619,Dehloran,IR,32.6941,47.2679,60.24,35,33,1.45,scattered clouds
1620,Harare,ZW,-17.8294,31.0539,73.81,47,84,8.52,broken clouds
1621,Bulawayo,ZW,-20.15,28.5833,81.03,29,90,5.86,overcast clouds
1622,Mweka,CD,-4.85,21.5667,69.89,98,100,0.49,moderate rain
1623,Moron,AR,-34.6534,-58.6198,80.06,57,47,3.0,light rain
1624,Vilhena,BR,-12.7406,-60.1458,77.22,88,40,6.91,scattered clouds
1625,Mochishche,RU,55.1586,83.1229,27.0,95,100,11.59,overcast clouds
1626,Kemnay,GB,57.2357,-2.444,43.43,88,75,23.0,broken clouds
1627,Tarko-Sale,RU,64.9225,77.785,-10.03,98,97,6.44,overcast clouds
1628,Olonets,RU,60.9847,32.9698,8.96,92,99,6.24,overcast clouds
1629,Yambio,SS,4.5721,28.3955,76.64,67,90,3.76,overcast clouds
1630,Le Vauclin,MQ,14.5452,-60.8388,84.33,65,75,17.27,broken clouds
1631,Darab,IR,28.7519,54.5444,55.98,44,0,2.44,clear sky
1632,Samoded,RU,63.6083,40.5111,1.69,86,100,10.16,overcast clouds
1633,Loon Op Zand,NL,51.6388,5.0504,43.9,86,40,5.01,scattered clouds
1634,Serabu,SL,7.7958,-12.0536,78.51,87,99,3.18,overcast clouds
1635,Villaviciosa,ES,43.4813,-5.4357,54.61,90,100,13.24,overcast clouds
1636,Khulo,GE,41.644,42.3129,46.33,58,69,6.17,broken clouds
1637,Sovetskaya,RU,44.7769,41.1722,45.88,53,70,7.34,broken clouds
1638,Lerici,IT,44.0759,9.9112,55.78,96,100,11.43,light rain
1639,Afrikanda,RU,67.4429,32.7828,-1.77,99,61,1.9,broken clouds
1640,Alikalia,SL,9.1667,-11.4,78.06,67,100,2.26,overcast clouds
1641,Makaryev,RU,57.8797,43.8069,20.68,91,100,10.45,light snow
1642,Pokhvistnevo,RU,53.6524,52.1274,36.93,98,100,12.39,light rain
1643,Jaru,BR,-10.4389,-62.4664,83.95,78,88,5.28,moderate rain
1644,Areosa,PT,41.7178,-8.8571,54.25,84,7,13.06,clear sky
1645,Soyo,AO,-6.1349,12.3689,78.89,86,100,3.91,overcast clouds
1646,Tambacounda,SN,13.7539,-13.7586,91.45,24,100,2.3,overcast clouds
1647,Jeremie,HT,18.65,-74.1167,81.09,78,90,5.44,overcast clouds
1648,Kensington,AU,-33.9167,151.2167,64.78,68,75,4.0,broken clouds
1649,Bushenyi,UG,-0.5853,30.2114,61.03,92,100,2.08,overcast clouds
1650,Muli,MV,2.9167,73.5667,82.51,77,60,12.1,broken clouds
1651,Shatki,RU,55.1887,44.1249,27.73,79,87,11.45,overcast clouds
1652,Ouagadougou,BF,12.3642,-1.5383,82.53,21,0,4.61,clear sky
1653,Warmbad,NA,-28.45,18.7333,63.0,52,0,19.33,clear sky
1654,Giubiasco,CH,46.1725,9.0079,43.05,75,75,0.0,broken clouds
1655,Ermelo,ZA,-26.5333,29.9833,61.16,91,23,1.36,light rain
1656,Huber Heights,US,39.8439,-84.1247,53.4,53,75,5.01,broken clouds
1657,Marijampole,LT,54.5667,23.35,30.27,96,95,7.31,overcast clouds
1658,Uvira,CD,-3.4067,29.1458,74.43,80,100,2.28,overcast clouds
1659,Labrea,BR,-7.2586,-64.7981,82.04,72,100,1.86,overcast clouds
1660,Rundu,NA,-17.9333,19.7667,70.43,78,98,3.18,moderate rain
1661,Falun,SE,60.6036,15.626,22.66,94,63,5.77,broken clouds
1662,Fort-Shevchenko,KZ,44.5086,50.263,46.81,73,96,24.2,overcast clouds
1663,Bealanana,MG,-14.55,48.7333,64.27,87,0,3.11,clear sky
1664,Itaituba,BR,-4.2761,-55.9836,82.56,83,40,11.5,scattered clouds
1665,Trebur,DE,49.9311,8.4161,45.28,94,75,4.0,broken clouds
1666,Urucui,BR,-7.2294,-44.5561,75.36,92,100,4.83,moderate rain
1667,Ayacucho,PE,-13.1583,-74.2239,66.06,52,90,5.75,overcast clouds
1668,Lugo,ES,43.0,-7.5,45.77,95,89,3.22,overcast clouds
1669,Dodoma,TZ,-6.1722,35.7395,72.28,61,39,11.3,scattered clouds
1670,Kaspiyskiy,RU,45.3929,47.3707,44.49,94,45,12.53,scattered clouds
1671,Taminango,CO,1.5749,-77.2867,72.61,78,40,8.05,moderate rain
1672,Joao Pinheiro,BR,-17.7425,-46.1725,79.92,59,99,4.45,overcast clouds
1673,Rincon,US,32.296,-81.2354,74.86,56,75,9.22,broken clouds
1674,Moche,PE,-8.1711,-79.0092,68.18,77,100,6.91,overcast clouds
1675,Chaman,PK,30.9236,66.4512,48.63,71,6,5.91,clear sky
1676,Yacuiba,BO,-22.038,-63.6797,69.03,99,100,4.5,overcast clouds
1677,Torbat-E Jam,IR,35.244,60.6225,38.08,91,45,0.83,scattered clouds
1678,Ust-Koksa,RU,50.2696,85.6108,11.8,90,55,1.12,broken clouds
1679,Samfya,ZM,-11.3649,29.5565,76.91,31,7,2.62,clear sky
1680,Alpena,US,45.0617,-83.4327,34.12,64,90,8.01,overcast clouds
1681,Castrillon,ES,43.3979,-6.7922,50.54,91,100,8.63,overcast clouds
1682,Aktas,KZ,49.7789,72.9608,24.75,91,79,5.55,broken clouds
1683,Mattru,SL,7.6244,-11.8332,78.73,85,99,3.83,overcast clouds
1684,Korcula,HR,42.9622,17.1369,39.76,50,100,5.21,overcast clouds
1685,Ferreira Do Alentejo,PT,38.05,-8.0333,56.79,94,75,6.91,broken clouds
1686,Gazojak,TM,41.1875,61.4036,37.9,68,86,4.47,overcast clouds
1687,Thatcham,GB,51.4037,-1.2605,42.31,80,98,17.43,overcast clouds
1688,Arani,IN,12.6667,79.2833,73.94,81,70,0.78,broken clouds
1689,Yenagoa,NG,4.9247,6.2642,81.23,79,100,6.46,overcast clouds
1690,Harpalpur,IN,25.2884,79.3347,63.77,49,1,3.02,clear sky
1691,Chulumani,BO,-16.4096,-67.5263,79.41,59,93,4.54,overcast clouds
1692,Yvetot,FR,49.6174,0.7581,42.01,85,100,12.37,overcast clouds
1693,Onda,ES,39.9667,-0.25,57.87,55,0,6.55,clear sky
1694,Ituiutaba,BR,-18.9689,-49.465,86.79,46,69,2.26,broken clouds
1695,Pita,GN,10.8333,-12.5833,80.51,33,25,2.42,scattered clouds
1696,Bandar-E Anzali,IR,37.4727,49.4622,52.61,78,0,4.25,clear sky
1697,Stokmarknes,NO,68.5646,14.9108,20.86,63,0,6.15,clear sky
1698,Dalvik,IS,65.9702,-18.5286,13.93,82,67,7.16,broken clouds
1699,Ayna,PE,-12.65,-73.9167,75.7,67,91,4.97,overcast clouds
1700,Juba,SS,4.8517,31.5825,85.19,41,99,0.49,overcast clouds
1701,Falmouth,GB,50.1544,-5.0711,45.5,70,20,19.57,few clouds
1702,Collipulli,CL,-37.95,-72.4333,84.4,19,0,8.77,clear sky
1703,Maun,BW,-19.9833,23.4167,76.03,61,100,4.68,overcast clouds
1704,Ornskoldsvik,SE,63.2909,18.7153,13.15,85,75,6.91,broken clouds
1705,Nalut,LY,30.3333,10.85,47.75,45,0,4.9,clear sky
1706,Qadian,IN,31.8178,75.3919,56.88,49,1,4.23,clear sky
1707,Kita,ML,13.0349,-9.4895,84.24,15,100,4.83,overcast clouds
1708,Menzelinsk,RU,55.7271,53.1026,33.04,87,100,12.73,overcast clouds
1709,Semnan,IR,35.5729,53.3971,41.7,49,26,1.3,scattered clouds
1710,Pamplona,ES,42.8169,-1.6432,48.25,89,75,8.05,light rain
1711,Inongo,CD,-1.95,18.2667,71.17,93,100,12.64,moderate rain
1712,Oksfjord,NO,70.2396,22.3479,14.92,83,5,8.81,clear sky
1713,Itacurubi Del Rosario,PY,-24.5,-56.6833,100.67,19,100,3.04,overcast clouds
1714,Sao Francisco Do Sul,BR,-26.2433,-48.6381,78.13,69,40,6.91,scattered clouds
1715,Anori,BR,-3.7728,-61.6442,87.93,61,99,0.51,moderate rain
1716,Kushtagi,IN,15.7667,76.2,73.87,76,100,7.65,overcast clouds
1717,Synya,RU,65.3718,58.0387,-4.4,81,100,8.08,overcast clouds
1718,Seminole,US,28.7086,-81.2081,78.89,60,1,1.99,clear sky
1719,Mamallapuram,IN,12.6264,80.1722,80.06,70,6,1.41,clear sky
1720,Rybinsk,RU,58.0446,38.8426,12.07,92,96,5.95,overcast clouds
1721,Puliyankudi,IN,9.1667,77.4167,75.65,88,75,3.27,broken clouds
1722,Paliyad,IN,22.25,71.5667,75.85,48,66,7.63,broken clouds
1723,Naron,ES,43.5167,-8.1528,54.59,74,100,13.56,overcast clouds
1724,Joigny,FR,47.9829,3.401,41.02,86,100,11.5,overcast clouds
1725,Khandbari,NP,27.3747,87.2039,58.78,86,89,1.48,overcast clouds
1726,Krasnosilka,UA,46.6226,30.7742,35.71,75,33,8.48,scattered clouds
1727,Trzebiatow,PL,54.0615,15.2648,34.86,93,100,8.7,overcast clouds
1728,Gidole,ET,5.65,37.3667,64.58,47,64,5.84,broken clouds
1729,Uchaly,RU,54.2996,59.4521,31.08,84,100,17.81,overcast clouds
1730,Bajos De Haina,DO,18.4154,-70.0332,85.93,69,75,11.5,broken clouds
1731,Bexhill,AU,-28.7667,153.35,67.64,96,42,5.01,scattered clouds
1732,Nakuru,KE,-0.2833,36.0667,60.4,88,52,3.36,broken clouds
1733,Sharjah,AE,25.3573,55.4033,75.18,49,20,0.0,few clouds
1734,Kosino,RU,58.4127,51.2782,25.72,87,100,11.07,overcast clouds
1735,Amudat,UG,1.95,34.95,73.04,58,42,8.97,scattered clouds
1736,Perevolotskiy,RU,51.8763,54.1938,33.37,83,89,19.15,overcast clouds
1737,Kitale,KE,1.0157,35.0062,60.55,81,95,2.33,light rain
1738,Glushkovo,RU,51.3392,34.6328,28.51,88,19,4.5,few clouds
1739,Prichard,US,30.7388,-88.0789,77.49,58,20,8.05,few clouds
1740,Tame,CO,6.461,-71.73,90.66,38,100,10.69,overcast clouds
1741,Sainte-Marie,RE,-20.8968,55.5496,78.96,69,0,10.36,clear sky
1742,Gomel,BY,52.4345,30.9754,28.38,86,100,11.18,overcast clouds
1743,Timmins,CA,48.4669,-81.3331,13.82,79,75,6.91,light snow
1744,Sao Teotonio,PT,37.5128,-8.7071,56.68,96,100,5.66,overcast clouds
1745,Amarante Do Maranhao,BR,-5.5667,-46.7422,80.01,82,100,1.16,overcast clouds
1746,Nosy Varika,MG,-20.5833,48.5333,75.6,90,13,6.46,few clouds
1747,Olavarria,AR,-36.8927,-60.3225,57.72,79,100,6.58,overcast clouds
1748,Lavras,BR,-21.2453,-44.9997,77.52,60,8,0.94,clear sky
1749,Copiapo,CL,-27.3667,-70.3333,64.09,17,22,11.48,few clouds
1750,New Glasgow,CA,45.5834,-62.6486,29.91,42,7,10.29,clear sky
1751,Terekli-Mekteb,RU,44.1671,45.8698,43.48,73,9,5.37,clear sky
1752,Yendi,GH,9.4427,-0.0099,86.36,17,100,4.56,overcast clouds
1753,Qarqin,AF,37.4185,66.0436,45.3,64,100,12.73,overcast clouds
1754,Rimouski,CA,48.4488,-68.524,22.68,71,82,13.87,broken clouds
1755,Clarksburg,US,39.2807,-80.3445,55.51,39,1,9.22,clear sky
1756,Malyn,UA,50.7723,29.2383,26.51,90,100,7.11,overcast clouds
1757,Tyukhtet,RU,56.5389,89.3011,19.38,90,100,12.24,overcast clouds
1758,Brazzaville,CG,-4.2658,15.2832,72.84,96,98,1.25,overcast clouds
1759,Neuquen,AR,-38.9516,-68.0591,75.09,43,75,5.75,broken clouds
1760,Alvand,IR,36.3187,49.1678,37.8,35,0,5.82,clear sky
1761,Igrim,RU,63.1906,64.4162,-4.85,93,100,9.46,overcast clouds
1762,Banikoara,BJ,11.2985,2.4386,81.57,15,92,5.26,overcast clouds
1763,Alexandria,EG,31.2156,29.9553,66.24,51,100,7.63,overcast clouds
1764,Linguere,SN,15.3953,-15.1193,87.51,12,100,8.7,overcast clouds
1765,Pervoye Maya,RU,56.164,44.7196,28.11,81,98,11.48,overcast clouds
1766,Mossendjo,CG,-2.9506,12.7261,71.8,98,71,0.36,broken clouds
1767,Kargil,IN,34.5667,76.1,14.77,70,16,4.03,few clouds
1768,Gargzdai,LT,55.7128,21.4033,31.78,98,100,9.26,snow
1769,Cookeville,US,36.1628,-85.5016,65.64,94,90,3.0,mist
1770,Selma,US,36.5708,-119.6121,76.84,51,0,3.56,clear sky
1771,Bhadrapur,NP,26.544,88.0944,67.06,69,97,4.76,overcast clouds
1772,Tsarychanka,UA,48.937,34.4786,32.45,76,99,6.55,overcast clouds
1773,Pilikwe,BW,-22.799,27.1938,78.28,54,71,9.69,broken clouds
1774,Fort Beaufort,ZA,-32.7748,26.6338,62.28,98,100,1.74,light rain
1775,Millinocket,US,45.6573,-68.7098,27.41,46,1,0.0,clear sky
1776,Gibara,CU,21.1097,-76.1317,78.12,69,97,14.25,overcast clouds
1777,Shubarshi,KZ,48.5872,57.1869,29.43,78,48,7.36,scattered clouds
1778,Yershichi,RU,53.6725,32.7542,26.42,94,100,7.05,overcast clouds
1779,Stupari,BA,44.3147,18.6842,33.57,100,100,1.14,mist
1780,Bloemfontein,ZA,-29.1211,26.214,60.28,94,100,8.05,light rain
1781,Klishkivtsi,UA,48.4316,26.2623,26.67,56,100,6.49,overcast clouds
