City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
378,Mocuba,-16.8392,36.9856,77.14,85,45,4.85,MZ,2021-12-02 04:04:58
379,Remigio,-6.9333,-35.7833,68.61,96,100,5.73,BR,2021-12-02 04:04:58
380,Saravena,6.9538,-71.8752,73.06,75,63,3.83,CO,2021-12-02 04:04:59
381,Badou,7.5833,0.6,71.74,67,74,1.21,TG,2021-12-02 04:04:59
382,Mount Darwin,-16.7725,31.5838,68.13,64,4,5.41,ZW,2021-12-02 04:04:59
383,Muravlenko,63.7898,74.523,30.54,98,100,15.48,RU,2021-12-02 04:05:00
384,Songea,-10.6833,35.65,64.85,91,29,6.24,TZ,2021-12-02 04:05:00
385,Manoel Urbano,-8.8389,-69.2597,73.06,90,100,2.91,BR,2021-12-02 04:05:00
386,Mahanoro,-19.9,48.8,76.89,80,54,3.13,MG,2021-12-02 04:05:00
387,Solenzo,12.1833,-4.0833,74.52,20,15,3.89,BF,2021-12-02 04:05:01
388,Westport,41.1415,-73.3579,46.76,76,90,0.0,US,2021-12-02 04:05:01
389,Sistranda,63.7256,8.834,31.96,57,99,23.2,NO,2021-12-02 04:05:02
390,Opuwo,-18.0607,13.84,71.44,20,90,2.19,NA,2021-12-02 04:01:11
391,Sorochinsk,52.4338,53.1583,26.29,93,36,7.72,RU,2021-12-02 04:05:02
392,Fonte Boa,-2.4959,-66.2662,72.05,99,99,1.48,BR,2021-12-02 04:05:02
393,Mogadouro,41.3403,-6.7119,40.78,88,100,14.41,PT,2021-12-02 04:05:03
394,Porto Nacional,-10.7081,-48.4172,77.0,92,100,2.8,BR,2021-12-02 04:05:03
395,Necochea,-38.5473,-58.7368,58.03,78,2,13.33,AR,2021-12-02 04:05:03
396,Aqtobe,50.2797,57.2072,33.89,86,90,11.18,KZ,2021-12-02 04:05:04
397,Sangre Grande,10.5835,-61.1177,79.05,90,100,9.17,TT,2021-12-02 04:05:04
398,Krasnoarmeyskiy,47.0114,42.2072,35.65,78,82,13.29,RU,2021-12-02 04:05:04
399,Bonthe,7.5264,-12.505,77.63,85,98,3.69,SL,2021-12-02 04:05:05
400,Zheshart,62.0731,49.5733,10.94,98,95,4.45,RU,2021-12-02 04:05:05
401,Mandera,3.9366,41.867,77.14,69,55,8.75,KE,2021-12-02 04:05:05
402,Grindavik,63.8424,-22.4338,37.87,100,90,31.07,IS,2021-12-02 04:05:06
403,Kalabo,-14.97,22.6814,70.93,62,63,4.45,ZM,2021-12-02 04:05:06
404,Mosetse,-20.75,26.65,72.88,42,10,8.99,BW,2021-12-02 04:05:06
405,Geesthacht,53.4333,10.3667,36.27,71,100,7.0,DE,2021-12-02 04:05:07
406,La Union,-5.4,-80.75,67.03,77,99,8.88,PE,2021-12-02 04:05:07
407,Quatre Cocos,-20.2078,57.7625,83.08,69,10,13.0,MU,2021-12-02 04:05:07
408,Sawakin,19.1059,37.3321,79.3,71,32,9.33,SD,2021-12-02 04:05:07
409,Pafos,34.7667,32.4167,55.31,66,0,10.36,CY,2021-12-02 04:05:08
410,Catabola,-12.15,17.2833,60.98,97,99,1.88,AO,2021-12-02 04:05:08
411,Presidencia Roque Saenz Pena,-26.7852,-60.4388,67.06,62,9,6.17,AR,2021-12-02 04:05:08
412,Port-Cartier,50.0334,-66.8654,23.45,70,78,9.66,CA,2021-12-02 04:05:09
413,Nioro,13.35,-15.75,73.63,23,93,6.93,GM,2021-12-02 04:05:09
414,Visp,46.2937,7.8815,40.41,96,100,4.34,CH,2021-12-02 04:05:09
415,Shchelkun,56.3034,60.9483,33.37,95,100,6.33,RU,2021-12-02 04:05:10
416,Pangnirtung,66.1451,-65.7125,-1.16,97,98,6.44,CA,2021-12-02 04:05:10
417,Maarianhamina,60.0973,19.9348,24.66,86,20,5.75,AX,2021-12-02 04:06:10
418,General Pico,-35.6566,-63.7568,67.93,60,84,10.33,AR,2021-12-02 04:06:11
419,Cornelio Procopio,-23.1811,-50.6467,72.23,54,0,5.21,BR,2021-12-02 04:06:11
420,Chiredzi,-21.05,31.6667,71.19,62,18,6.87,ZW,2021-12-02 04:06:11
421,Arkhangelsk,64.5401,40.5433,15.91,92,90,2.24,RU,2021-12-02 04:06:33
422,Wamba,8.9333,8.6,72.46,27,91,2.73,NG,2021-12-02 04:06:33
423,Buchanan,5.8808,-10.0467,73.36,85,60,3.09,LR,2021-12-02 04:06:33
424,Lubsko,51.7847,14.972,41.92,89,76,21.68,PL,2021-12-02 04:06:34
425,Progreso,21.2833,-89.6667,73.51,78,3,10.47,MX,2021-12-02 04:06:34
426,Oruro,-17.9833,-67.15,53.33,60,80,9.66,BO,2021-12-02 04:06:34
427,Dangriga,16.9692,-88.2321,72.99,82,22,2.06,BZ,2021-12-02 04:06:35
428,Colares,38.7992,-9.4469,56.28,86,99,15.01,PT,2021-12-02 04:06:35
429,Hofn,64.2539,-15.2082,29.73,96,100,6.2,IS,2021-12-02 04:06:35
430,Rorvik,64.8621,11.2373,31.32,68,97,11.27,NO,2021-12-02 04:06:36
431,Kibala,9.1104,18.3463,73.24,28,27,4.63,TD,2021-12-02 04:06:36
432,Santa Fe,-31.6333,-60.7,71.02,63,0,1.99,AR,2021-12-02 04:03:35
433,Umm Lajj,25.0213,37.2685,73.02,65,18,11.99,SA,2021-12-02 04:06:37
434,Plettenberg Bay,-34.0527,23.3716,61.52,87,97,8.03,ZA,2021-12-02 04:06:37
435,Porangatu,-13.4408,-49.1486,72.46,95,100,0.76,BR,2021-12-02 04:06:37
436,Ayorou,14.7308,0.9174,73.36,17,69,10.49,NE,2021-12-02 04:06:37
437,Kidal,18.4411,1.4078,69.31,19,26,10.47,ML,2021-12-02 04:06:38
438,Roald,62.5833,6.1333,36.0,69,40,17.27,NO,2021-12-02 04:06:38
439,Krivosheino,57.3431,83.9261,20.03,83,100,10.02,RU,2021-12-02 04:06:38
440,Tombouctou,20.0,-3.0,68.88,19,91,10.89,ML,2021-12-02 04:06:39
441,Khuzdar,27.7384,66.6434,57.96,32,0,1.92,PK,2021-12-02 04:06:39
442,Sirnak,37.5228,42.4594,37.47,86,46,3.53,TR,2021-12-02 04:06:39
443,Shahrud,36.4182,54.9763,49.84,43,100,2.17,IR,2021-12-02 04:06:40
444,Nara,34.6851,135.8049,53.96,48,8,5.37,JP,2021-12-02 04:06:40
445,Marienburg,54.0359,19.0266,41.85,76,100,26.22,PL,2021-12-02 04:06:40
446,Lisala,2.15,21.5167,69.85,99,100,1.21,CD,2021-12-02 04:06:41
447,Khash,28.2211,61.2158,54.18,37,0,2.19,IR,2021-12-02 04:06:41
448,Neka,36.6508,53.299,58.08,80,95,9.6,IR,2021-12-02 04:06:41
449,Embu,-23.6489,-46.8522,70.75,98,99,6.29,BR,2021-12-02 04:06:42
450,Nuuk,64.1835,-51.7216,30.18,97,100,26.4,GL,2021-12-02 04:03:31
451,Labrea,-7.2586,-64.7981,74.03,99,100,2.24,BR,2021-12-02 04:06:42
452,Stromness,58.965,-3.296,39.16,63,100,37.69,GB,2021-12-02 04:06:42
453,Kamyshevatskaya,46.4132,37.9563,39.04,76,47,10.07,RU,2021-12-02 04:06:43
454,Albany,42.6001,-73.9662,36.59,77,100,4.92,US,2021-12-02 04:05:02
455,Manadhoo,5.7667,73.3833,81.79,76,5,6.51,MV,2021-12-02 04:06:43
456,Monte Gordo,37.1819,-7.4523,53.55,75,100,17.43,PT,2021-12-02 04:06:43
457,Ferme-Neuve,46.7001,-75.4493,25.97,79,100,8.84,CA,2021-12-02 04:06:44
458,Melfi,40.9965,15.6514,49.5,79,100,8.32,IT,2021-12-02 04:06:44
459,Birnin Kebbi,12.4539,4.1975,71.91,19,100,9.42,NG,2021-12-02 04:06:44
460,Paragominas,-2.9667,-47.4833,74.44,76,96,2.48,BR,2021-12-02 04:03:09
461,Gasa,31.5,34.4667,64.18,56,70,10.65,PS,2021-12-02 04:03:26
462,Gulaothi,28.6,77.7833,61.02,31,100,3.36,IN,2021-12-02 04:07:45
463,Port Shepstone,-30.7414,30.455,72.28,83,100,4.32,ZA,2021-12-02 04:07:45
464,Ostrovnoy,68.0531,39.5131,27.3,71,100,32.41,RU,2021-12-02 04:07:45
465,Warsaw,52.2298,21.0118,44.82,88,20,57.0,PL,2021-12-02 04:06:23
466,Gao,16.6362,1.637,69.58,20,13,11.72,ML,2021-12-02 04:07:46
467,Lydenburg,-25.0978,30.4597,68.4,86,78,2.19,ZA,2021-12-02 04:07:46
468,Iskateley,67.6803,53.1512,10.04,94,100,15.3,RU,2021-12-02 04:07:46
469,Kem,64.9555,34.5793,23.23,96,100,8.23,RU,2021-12-02 04:07:47
470,Sept-Iles,50.2001,-66.3821,26.44,81,98,11.52,CA,2021-12-02 04:04:29
471,Aksay,47.26,39.87,36.25,62,15,15.01,RU,2021-12-02 04:07:47
472,Lixourion,38.2019,20.4314,55.17,67,69,5.44,GR,2021-12-02 04:07:47
473,Dumra,26.5667,85.5167,74.07,46,85,2.39,IN,2021-12-02 04:07:48
474,Pilar,-9.5972,-35.9567,75.13,93,81,3.74,BR,2021-12-02 04:07:48
475,Sahbuz,39.4072,45.5739,35.2,86,100,2.53,AZ,2021-12-02 04:07:48
476,Salto De Pirapora,-23.6489,-47.5733,72.7,86,58,8.77,BR,2021-12-02 04:07:49
477,Talas,38.6908,35.5538,25.47,93,0,2.3,TR,2021-12-02 04:07:49
478,Melk,48.2274,15.3319,47.62,85,100,9.37,AT,2021-12-02 04:07:49
479,Trairi,-3.2778,-39.2689,79.56,79,83,7.87,BR,2021-12-02 04:05:41
480,Vesoul,47.5833,5.8333,42.08,92,99,8.63,FR,2021-12-02 04:07:50
481,Muramvya,-3.2682,29.6079,55.67,90,96,2.62,BI,2021-12-02 04:07:50
482,Nizhniy Chir,48.3597,43.0865,32.36,89,99,14.74,RU,2021-12-02 04:07:50
483,Humboldt,40.6665,-123.9178,42.19,83,0,2.21,US,2021-12-02 04:07:51
484,Kiruna,67.8557,20.2251,20.32,100,90,12.66,SE,2021-12-02 04:07:51
