City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
974,Anupgarh,IN,65.14,clear sky,29.1911,73.2086,Kushal & Vishal DTH Kappa Internet Service
978,Ilo,PE,71.02,broken clouds,-17.6394,-71.3375,Torreblanca Hotel
982,Beira,MZ,82.49,clear sky,-19.8436,34.8389,Beira Terrace Hotel
984,Rafai,CF,76.06,few clouds,4.95,23.9167,
989,Santa Vitoria Do Palmar,BR,71.22,overcast clouds,-33.5189,-53.3681,Hostel Comodoro
990,Ciudad Bolivar,VE,90.19,overcast clouds,8.1222,-63.5497,Hotel Edi
991,Mitsamiouli,KM,81.55,light rain,-11.3847,43.2844,Foyer ADM
992,Diamantino,BR,86.85,overcast clouds,-14.4086,-56.4461,Hotel Delta
993,Uthal,PK,68.63,clear sky,25.8072,66.6219,Al-Mustafa Hotel
1000,Jizan,SA,79.2,clear sky,17.3333,42.6667,شهدان. ابوالحجر
1002,San Francisco De Becerra,HN,77.43,broken clouds,14.6333,-86.1,Finca ¨La Victoria¨
1006,Vondrozo,MG,69.69,scattered clouds,-22.8167,47.2833,
1008,Bachaquero,VE,86.65,broken clouds,9.9694,-71.1494,casa de los dinosaurios
1010,Loandjili,CG,78.22,overcast clouds,-4.7561,11.8578,Résidence ARCHANGE
1014,Zemio,CF,76.12,scattered clouds,5.0314,25.1361,OCHA Office
1015,Udaipura,IN,64.24,clear sky,23.0833,78.5,Hotel Kanha Palace
1016,Yanam,IN,75.92,moderate rain,16.7333,82.2167,The Regency Hotel
1019,Wum,CM,72.63,scattered clouds,6.3833,10.0667,Wum Council Hall
1023,Tubarao,BR,83.25,broken clouds,-28.4667,-49.0069,Hotel San Silvestre
1024,San Clemente,US,64.36,broken clouds,33.427,-117.612,Casablanca Inn
1027,Dutse,NG,76.93,overcast clouds,11.7594,9.3392,Central Mosque Galamawa
1028,Ipora,BR,85.3,broken clouds,-16.4419,-51.1178,Oásis Motel
1029,Nuevitas,CU,80.73,scattered clouds,21.5453,-77.2644,Hotel Caonaba
1031,Dabhol,IN,72.61,clear sky,17.6,73.1667,Ashwamedh Resort
1032,Lardos,GR,65.95,overcast clouds,36.0942,28.0157,Lindos Princess Beach Hotel
1033,Bellavista,PE,90.0,overcast clouds,-7.0561,-76.5911,Hospedaje Bella Durmiente
1040,Nikki,BJ,79.65,broken clouds,9.9401,3.2108,Hotel John
1042,Pucallpa,PE,91.53,moderate rain,-8.3791,-74.5539,Hospedaje Komby
1044,Bafoulabe,ML,89.35,overcast clouds,13.8065,-10.8321,
1045,Torit,SS,81.73,broken clouds,4.4133,32.5678,Diplomat Guest House
1047,Gangarampur,IN,69.19,overcast clouds,25.4,88.5167,Parijat Lodge
1048,Jutai,BR,85.39,broken clouds,-5.1833,-68.9,
1055,Minas,UY,70.52,overcast clouds,-34.3759,-55.2377,Hotel Minas
1057,Toamasina,MG,75.9,clear sky,-18.1667,49.3833,Hotel H1
1059,Kouango,CF,80.94,few clouds,4.9934,19.9619,
1061,Pemba,MZ,81.12,clear sky,-12.974,40.5178,Guesthouse Samotina
1063,Puerto Del Rosario,ES,65.95,clear sky,28.5004,-13.8627,Hotel JM Puerto del Rosario
1065,Omboue,GA,78.53,overcast clouds,-1.5746,9.2618,Hotel Olako
1066,Boende,CD,73.71,overcast clouds,-0.2167,20.8667,
1067,Nsanje,MW,87.84,broken clouds,-16.92,35.262,Nsanje Discovery Lodge
1070,Gaoua,BF,85.64,clear sky,10.2992,-3.2508,
1071,Cuncolim,IN,74.62,clear sky,15.1667,73.9833,"Holiday Inn Resort Goa, an IHG Hotel"
1074,Nicolas Bravo,MX,83.28,broken clouds,18.45,-88.9167,
1076,Mulanje,MW,83.25,overcast clouds,-16.0316,35.5,Mulanje Motel
1077,Batabano,CU,83.01,clear sky,22.7164,-82.2881,
1080,Norton,ZW,75.27,scattered clouds,-17.8833,30.7,Chingwara Mansion
1083,Puerto Colombia,CO,84.31,scattered clouds,10.9878,-74.9547,Hotel El Emigrante
1086,Lakshmeshwar,IN,68.92,broken clouds,15.1333,75.4667,Prashanth Hotel Complex
1087,Shakawe,BW,73.09,overcast clouds,-18.3667,21.85,Ditlhapi Guest House
1089,Naberera,TZ,68.32,overcast clouds,-4.2,36.9333,
1090,Itacoatiara,BR,83.91,broken clouds,-3.1431,-58.4442,BBB Rooms Centro Itacoatiara AM
1091,Islamkot,PK,68.97,clear sky,24.6997,70.177,Haji Hotel
1093,Los Angeles,US,72.19,haze,34.0522,-118.2437,Kawada Hotel
1094,Gao,ML,78.58,clear sky,16.6362,1.637,
1095,San-Pedro,CI,79.92,broken clouds,4.7485,-6.6363,Hotel Maria
1098,Tshikapa,CD,72.7,overcast clouds,-6.4167,20.8,Hôtel Tshia-Muntu de Tshikapa
1100,Linhares,BR,78.75,few clouds,-19.3911,-40.0722,Hotel Conceição
1101,Kasama,ZM,75.15,broken clouds,-10.2129,31.1808,Kalebalika Cottages
1105,Kampene,CD,70.72,light rain,-3.6,26.6667,
1107,Basoko,CD,74.59,overcast clouds,1.2391,23.616,Jackyna Hotel
1108,Idukki,IN,68.65,overcast clouds,9.85,76.9667,"GOVERNMENT GUEST HOUSE, IDUKKI"
1110,Pacasmayo,PE,70.56,overcast clouds,-7.4006,-79.5714,El Sol de Pacasmayo Hotel
1111,Tahoua,NE,78.19,clear sky,14.8888,5.2692,Bungalows Guesthouse
1112,Timbiras,BR,84.76,overcast clouds,-4.2553,-43.9406,Timbiras Palmeirais Hotel
1115,Altamira,BR,78.89,broken clouds,-3.2033,-52.2064,Requinte Hotel
1116,Morros,BR,73.85,very heavy rain,-9.4467,-46.3003,
1117,Nova Olimpia,BR,86.49,overcast clouds,-14.7972,-57.2881,Motel glamour
1119,Bella Union,UY,88.57,light rain,-30.2752,-57.6007,Saville Free Shop
1120,Kabinda,CD,70.74,overcast clouds,-6.1333,24.4833,Village Mianda Mutole
1121,Arsikere,IN,68.58,overcast clouds,13.3139,76.2561,KPS Comforts
1122,Jardim,BR,85.66,overcast clouds,-21.4803,-56.1381,Estancia Hotel - Jardim MS
1126,Berbera,SO,77.16,clear sky,10.4396,45.0143,IBCO REAL ESTATE PROPERTY
1127,West Bay,KY,83.07,overcast clouds,19.3667,-81.4167,Calypso Cove
1128,Bundi,IN,66.42,clear sky,25.4417,75.6417,HOTEL BUNDI INN- A Heritage Haveli
1129,Aguimes,ES,65.03,few clouds,27.9054,-15.4461,Hotel Villa de Aguimes
1131,Jamundi,CO,85.96,overcast clouds,3.2607,-76.535,CASA CAMPESTRE HABITACIONES 365
1136,Benguela,AO,77.4,overcast clouds,-12.5763,13.4055,Hotel Praia Morena
1138,Descalvado,BR,79.38,broken clouds,-21.9039,-47.6194,Hotel Descalvado
1139,Sambava,MG,77.65,light rain,-14.2667,50.1667,Melrose
1147,Matadi,CD,77.31,overcast clouds,-5.8167,13.45,Hotel Vivi Palace
1148,Iralaya,HN,82.49,overcast clouds,15.0,-83.2333,Iglesia morava renovada
1152,Bilara,IN,66.92,clear sky,26.1792,73.7056,Moti Lal Malviya
1155,Nisia Floresta,BR,86.81,scattered clouds,-6.0911,-35.2086,Rancho Crepusculo
1156,Varzea Da Palma,BR,82.89,overcast clouds,-17.5981,-44.7308,Casa Fernandes
1157,Nampula,MZ,76.8,clear sky,-15.1165,39.2666,BUTIK Hotel
1158,Aguas Formosas,BR,76.51,broken clouds,-17.0822,-40.9358,HAVAY PALACE HOTEL
1159,Guider,CM,85.14,scattered clouds,9.9342,13.9486,"AUBERGE LA GRACE , GÉRANT : OUDAWAREME BALTHAZAR"
1160,Jacareacanga,BR,81.28,overcast clouds,-6.2222,-57.7528,Casa do Ian😎
1161,Chilca,PE,73.85,overcast clouds,-12.5211,-76.7372,Playa Punta Yaya - Las Salinas
1162,Caxito,AO,75.97,moderate rain,-8.5785,13.6643,
1163,Morant Bay,JM,82.65,overcast clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
1165,Warri,NG,82.51,overcast clouds,5.5167,5.75,BON Hotel Delta
1167,Lynchburg,US,68.92,clear sky,37.4138,-79.1423,Econo Lodge
1170,Tarauaca,BR,80.98,moderate rain,-8.1614,-70.7656,Flat Temporada
1171,Nkhata Bay,MW,79.79,clear sky,-11.6066,34.2907,Mayoka Village
1172,Betare Oya,CM,81.12,overcast clouds,5.6,14.0833,Auberge Tembina Betaré Oya
1173,Bannur,IN,68.97,overcast clouds,12.3308,76.8631,M.R.S Deluxe Lodge
1175,Bodden Town,KY,82.99,overcast clouds,19.2833,-81.25,Will T Place
1178,Msanga,TZ,72.43,few clouds,-6.05,36.0333,
1180,Anakapalle,IN,78.75,overcast clouds,17.6833,83.0167,Satya Lodge
1181,Bougouni,ML,84.42,broken clouds,11.417,-7.479,Non Stop
1182,Alto Araguaia,BR,84.38,overcast clouds,-17.3147,-53.2153,Araguaia Palace Hotel
1185,Villa Rica,US,69.82,overcast clouds,33.7321,-84.9191,Days Inn by Wyndham Villa Rica
1186,Fonte Boa,BR,81.79,overcast clouds,-2.4959,-66.2662,
1187,Itupiranga,BR,88.12,overcast clouds,-5.1347,-49.3267,Hotel Panorama
1190,Turbat,PK,70.18,clear sky,26.0023,63.044,Mubashar Quarters
1196,Tome,CL,74.01,clear sky,-36.6167,-72.95,Dichato habitaciones
1198,Porbandar,IN,74.97,clear sky,21.6422,69.6093,Lords Inn Porbandar
1204,Ciudad Guayana,VE,88.52,overcast clouds,8.3533,-62.6528,Hotel Las Americas
1206,Paita,PE,77.56,overcast clouds,-5.0892,-81.1144,Hotel Náutico de Paita
1207,Villa Maria,AR,83.59,clear sky,-32.4075,-63.2402,Hotel Milenium
1212,Manaus,BR,84.7,broken clouds,-3.1019,-60.025,Manaus Hotéis Millennium
1213,Hilton Head Island,US,75.99,clear sky,32.2163,-80.7526,Disney’s Hilton Head Island Resort
1215,Yokadouma,CM,73.81,broken clouds,3.5167,15.05,Hôtel De Ville De Yokadouma
1216,Bindura,ZW,78.01,broken clouds,-17.3019,31.3306,Mayfair Lodges and Restaurant
1218,Dzaoudzi,YT,80.49,clear sky,-12.7887,45.2699,Le Rocher
1219,Djibo,BF,83.07,overcast clouds,14.1022,-1.6306,Centre Des Ressources DPENA
1223,Kapiri Mposhi,ZM,73.0,clear sky,-13.9652,28.6809,MA 22 LODGE
1226,Jaciara,BR,84.69,overcast clouds,-15.9653,-54.9683,Taba Hotel
1227,Tanout,NE,74.43,few clouds,14.9709,8.8879,
1231,Veraval,IN,76.39,few clouds,20.9,70.3667,Lords Inn Somnath
1235,Florianopolis,BR,76.62,broken clouds,-27.6146,-48.5012,Hotel Boutique Quinta das Videiras
1236,Niamey,NE,84.06,few clouds,13.5137,2.1098,Soluxe Hotel Niamey
1238,Mumbwa,ZM,78.42,scattered clouds,-14.9783,27.0619,Mumbwa Motel
1240,Punta Cardon,VE,83.97,scattered clouds,11.6581,-70.215,Bambuda hotel
1241,De Aar,ZA,64.98,light rain,-30.6497,24.0123,Nyibiba Guesthouse
1242,Valparaiso,CL,82.63,clear sky,-33.0393,-71.6273,Hotel Ultramar
1243,Arrifes,PT,64.24,broken clouds,37.7667,-25.7,Hotel Ponta Delgada
1244,Nizwa,OM,68.4,clear sky,22.9333,57.5333,Orient Apartments
1245,Clevelandia,BR,83.52,overcast clouds,-26.3958,-52.4708,
1246,America Dourada,BR,67.23,overcast clouds,-11.4553,-41.4361,Pousada do Ninho
1247,Araguacu,BR,83.41,overcast clouds,-12.9306,-49.8264,Hotel Tocantins
1249,Miraflores,MX,72.36,clear sky,19.2167,-98.8083,Hotel Mansión
1251,Narasannapeta,IN,69.48,moderate rain,18.4167,84.05,G.lingaraju home
1252,El Alto,PE,74.86,overcast clouds,-4.2714,-81.2147,Black Marlin Restaurant & Hospedaje
1254,Adre,TD,77.45,clear sky,13.4667,22.2,
1255,Novita,CO,79.34,overcast clouds,4.9551,-76.6053,B/ Buenos Aires Sector Las Curvitas
1258,Tucuma,BR,82.89,broken clouds,-0.1833,-50.05,
1262,Sao Felix Do Xingu,BR,81.95,overcast clouds,-6.6447,-51.995,Rio Xingu Camping
1264,Grajau,BR,81.03,overcast clouds,-5.8194,-46.1386,Hotel Confiança
1266,Baoro,CF,78.44,broken clouds,5.6667,15.9667,
1267,Cairo,EG,66.96,scattered clouds,30.0626,31.2497,Grand Hotel
1270,Boda,CF,79.86,overcast clouds,4.3189,17.4695,
1278,Malinyi,TZ,77.43,broken clouds,-8.9333,36.1333,
1281,Harlingen,US,84.88,broken clouds,26.1906,-97.6961,Courtyard by Marriott Harlingen
1283,San Miguelito,PA,89.78,scattered clouds,9.0333,-79.5,Conferencista Jose Pepe Quijada
1284,Winter Garden,US,78.06,overcast clouds,28.5653,-81.5862,Fairfield Inn & Suites by Marriott Orlando Ocoee
1286,Iacu,BR,80.44,clear sky,-12.7672,-40.2117,Pousada e Restaurante Portal da Chapada
1290,Goiatuba,BR,83.28,overcast clouds,-18.0125,-49.3547,Hotel Barrocos
1294,Mandiana,GN,84.6,overcast clouds,10.6333,-8.6833,Motels rouzo
1296,Sarangarh,IN,64.4,overcast clouds,21.6,83.0833,Svidha kendra
1298,Lucapa,AO,67.55,overcast clouds,-8.4192,20.7447,Residência Ulisses Dos Santos
1299,Tsaratanana,MG,78.76,clear sky,-16.7833,47.65,
1301,Vangaindrano,MG,75.09,scattered clouds,-23.35,47.6,Hotel Fanilo
1302,Obera,AR,94.53,overcast clouds,-27.4871,-55.1199,CABAÑAS DORALIA
1305,Matay,EG,64.62,scattered clouds,28.419,30.7792,Nag Aespen
1306,Gambela,ET,87.49,overcast clouds,8.25,34.5833,Solomon Debebe Hotel
1308,Culebra,PR,83.17,broken clouds,18.303,-65.301,Palmetto Guesthouse
1309,Urambo,TZ,75.16,overcast clouds,-5.0667,32.05,Fair Lodge
1310,Cabinda,AO,78.4,overcast clouds,-5.55,12.2,Hotel Maiombe
1315,Araxa,BR,80.33,broken clouds,-19.5933,-46.9406,Plaza Inn Flat Araxá
1318,Torata,PE,70.63,broken clouds,-17.0769,-70.8433,Lodging Sra. Tina Vera
1321,Paracatu,BR,77.7,overcast clouds,-17.2222,-46.8747,Hotel Paracatu Plaza
1323,Cocobeach,GA,76.93,overcast clouds,1.0002,9.5823,Hotel Esperance
1331,San Felix,UY,82.11,overcast clouds,-32.3333,-58.1333,Hotel Papiros
1332,Casma,CL,72.68,clear sky,-41.0082,-73.1244,Hospedaje Casma
1333,Werda,BW,68.65,overcast clouds,-25.2667,23.2833,
1338,Kollam,IN,78.67,overcast clouds,8.8833,76.6,Nani Hotels and Resorts
1342,Manakara,MG,75.78,clear sky,-22.1333,48.0167,La Residence Manakara
1344,Maxixe,MZ,80.42,scattered clouds,-23.8597,35.3472,Oceano
1347,Nioki,CD,73.67,overcast clouds,-2.7167,17.6833,
1349,Palasa,IN,68.5,moderate rain,18.7667,84.4167,Balaji tifen & meals veg & non veg hotel
1351,Tucuman,AR,71.6,overcast clouds,-26.8241,-65.2226,Dallas Hotel Tucuman
1357,Bandiagara,ML,81.75,overcast clouds,14.3501,-3.6104,Hotel de la Falaise
1358,Bandar-E Lengeh,IR,73.4,scattered clouds,26.5579,54.8807,کافی نت پارس
1364,Kudahuvadhoo,MV,82.26,few clouds,2.6708,72.8944,Niyama Private Islands Maldives
1374,Simoes,BR,81.7,overcast clouds,-7.5989,-40.8178,Hotel Ponto Certo
1375,Mucurapo,TT,84.02,overcast clouds,10.6667,-61.5333,Courtyard by Marriott Port of Spain
1380,Ribas Do Rio Pardo,BR,94.23,clear sky,-20.4431,-53.7592,Pousada Avenida
1384,Cocachacra,PE,73.72,overcast clouds,-17.0883,-71.7575,Hospedaje - El Refugio
1385,Tabuk,PH,65.97,overcast clouds,17.4189,121.4443,Golden Berries Hotel and Convention
1386,Coromandel,BR,77.68,broken clouds,-18.4733,-47.2003,Hotel Dona Adélia
1387,Jiwani,PK,76.21,clear sky,25.05,61.7417,Al Mumtaz Transport Jiwani
1391,Korhogo,CI,84.24,few clouds,9.45,-5.6333,Hôtel Tchinbota
1392,Ouadda,CF,76.48,overcast clouds,8.0777,22.4007,
1396,Colgong,IN,68.04,overcast clouds,25.2667,87.2167,Hotel Sachin
1397,Kulhudhuffushi,MV,81.99,scattered clouds,6.6221,73.07,Haajy Guest House 1
1400,Aden,YE,80.2,clear sky,12.7794,45.0367,Sama Emirate Hotel
1401,Santiago Del Estero,AR,76.8,overcast clouds,-27.7951,-64.2615,Apartamentos Castelli 90
1403,Garango,BF,84.78,clear sky,11.8,-0.5506,La Case LAVAL-GARANGO
1404,Pirenopolis,BR,80.2,broken clouds,-15.8525,-48.9592,Hotel Pousada Mandala
1406,Kamakhyanagar,IN,67.26,overcast clouds,20.9333,85.55,Panchu Bhai Hotel
1407,Ilheus,BR,79.77,clear sky,-14.7889,-39.0494,Barravento Hotel
1409,Ponta Pora,BR,89.51,few clouds,-22.5361,-55.7256,Hotel Pousada do Bosque
1412,Kouroussa,GN,82.47,overcast clouds,10.65,-9.8833,Hotel Paillote
1413,Garissa,KE,82.98,broken clouds,-0.4536,39.6401,Sharif Plaza Hotel
1415,Charagua,BO,74.03,overcast clouds,-19.8,-63.2167,Hotel
1417,Bitkine,TD,82.36,clear sky,11.9801,18.2138,
1420,Angoche,MZ,80.8,clear sky,-16.2325,39.9086,Guest House HESADA
1424,Isiro,CD,67.91,few clouds,2.7739,27.616,Guest House Hewa Bora
1430,Tucurui,BR,80.49,overcast clouds,-3.7661,-49.6725,BBB Rooms Centro Tucurui PA
1431,Banamba,ML,81.3,overcast clouds,13.55,-7.45,Kassela de Banamba
1432,Pombas,CV,71.38,broken clouds,17.1503,-25.0201,Paul Paradis
1433,Tamale,GH,87.33,clear sky,9.4008,-0.8393,Tap Hotel
1438,Badou,TG,80.06,broken clouds,7.5833,0.6,Hôtel Abuta
1442,Mormugao,IN,76.41,few clouds,15.4,73.8,Coconut Creek Resort
1443,Iguape,BR,75.63,scattered clouds,-24.7081,-47.5553,Hotel Pousada Nossa Senhora do Carmo
1444,Iquitos,PE,80.64,heavy intensity rain,-3.7481,-73.2472,Casa Morey Hotel & Restaurant
1445,Kpandae,GH,87.55,scattered clouds,8.4689,-0.0113,S. Amaski Guest House
1446,Mindelo,CV,72.95,broken clouds,16.8901,-24.9804,Hotel Gaudi
1447,Ilhabela,BR,73.89,overcast clouds,-23.7781,-45.3581,Ilha Flat Hotel
1448,Warud,IN,67.19,clear sky,21.4667,78.2667,Ankit sonone
1449,Eirunepe,BR,83.5,overcast clouds,-6.6603,-69.8736,Atrás de você
1451,Mozarlandia,BR,84.36,overcast clouds,-14.7447,-50.5706,Hotel Santa Mônica
1452,Bensonville,LR,81.95,broken clouds,6.4461,-10.6125,Moinga
1455,Rahimatpur,IN,68.25,clear sky,17.6,74.2,Swami Prasad Ice-cream parlor
1456,Ouango,CF,74.03,overcast clouds,4.3133,22.5552,
1460,Santa Marta,CO,85.08,broken clouds,11.2408,-74.199,Casa de Isabella
1466,Porto Walter,BR,86.49,overcast clouds,-8.2686,-72.7439,Secretaria de saúde
1469,Ihosy,MG,73.89,clear sky,-22.4,46.1167,Hotely Sariaka
1471,Jurado,CO,80.65,light rain,7.1053,-77.7641,
1476,Itacarambi,BR,78.8,scattered clouds,-15.1022,-44.0919,POUSADA CAMALEÃO
1482,Solwezi,ZM,68.83,clear sky,-12.1688,26.3894,Country Lodge Solwezi
1486,Indija,IN,68.22,clear sky,20.0,77.0,HOME of Gajanan Janardhanrao Jadhav
1487,Gambo,CF,73.92,overcast clouds,4.6482,22.2633,
1488,Paragominas,BR,88.57,scattered clouds,-2.9667,-47.4833,INOVA
1489,Antsohihy,MG,79.25,clear sky,-14.8796,47.9875,Hotel de Ville
1490,Sokoto,NG,79.39,few clouds,13.0609,5.239,Giginya Coral Hotel
1491,Santa Isabel,BR,78.4,broken clouds,-23.3156,-46.2214,Chácara Sombra do Altíssimo
1492,Hosakote,IN,74.71,broken clouds,14.2769,77.1699,AVN lodge
1493,Biltine,TD,81.16,clear sky,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
1494,San Carlos,VE,91.89,broken clouds,9.6612,-68.5827,Hotel Paternopoli
1497,Kuliyapitiya,LK,74.75,clear sky,7.4688,80.0401,Rest House
1498,Eldorado,BR,92.08,overcast clouds,-23.7869,-54.2836,Villa Verde Hotel
1499,Bahadurganj,IN,68.32,overcast clouds,26.2667,87.8167,Usmania Cottage
1501,Mufulira,ZM,71.1,clear sky,-12.5498,28.2407,Kamiria lodge
1504,Sao Geraldo Do Araguaia,BR,83.44,very heavy rain,-6.4006,-48.555,Hotel Por do Sol
1507,Luangwa,ZM,86.09,few clouds,-15.6167,30.4167,Gerasimos Safari Lodge
1508,Nanga Eboko,CM,77.85,scattered clouds,4.6833,12.3667,Motel Papi Palace
1510,Torres,BR,78.82,overcast clouds,-29.3353,-49.7269,Farol Hotel
1512,Leo,BF,82.02,scattered clouds,11.1,-2.1,Hotel Sissilis
1516,Oriximina,BR,83.79,broken clouds,-1.7656,-55.8661,Pousada Tia Amélia
1521,Meiganga,CM,77.27,broken clouds,6.5167,14.3,DFR HOUSE
1522,Giddalur,IN,72.91,clear sky,15.35,78.9167,Shivaji Lodge
1529,Afonso Bezerra,BR,91.47,overcast clouds,-5.4983,-36.5056,Pousada Shammah
1530,Ipubi,BR,81.21,overcast clouds,-7.6519,-40.1489,Só Love Motel
1532,Ascope,PE,65.53,overcast clouds,-7.7144,-79.1078,agroindustrial casagrande
1537,Kisangani,CD,72.84,light rain,0.5167,25.2,Grand Ramela Hotel
1538,Waw,SS,84.38,few clouds,7.7029,27.9953,Universal Gab Hotel
1539,Puerto Castilla,HN,82.31,overcast clouds,16.0167,-85.9667,Jito Beach
1540,Dubti,ET,79.11,clear sky,11.7361,41.0853,degu Shiferaw
1541,Peruibe,BR,72.9,overcast clouds,-24.32,-46.9983,Hotel Pousada Xapuri
1544,Oxapampa,PE,67.03,overcast clouds,-10.5775,-75.4017,Hotel Heidinger
1548,Boa Vista,BR,91.38,broken clouds,2.8197,-60.6733,Aipana Plaza Hotel
1549,Sao Gabriel Da Cachoeira,BR,82.2,broken clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
1550,Gurupa,BR,79.74,light rain,-1.405,-51.64,Hotel Vitória
1551,Cacador,BR,84.78,scattered clouds,-26.7753,-51.015,Hotel Weber
1552,Bukama,CD,74.79,clear sky,-9.2,25.85,
1553,Marolambo,MG,68.76,clear sky,-20.05,48.1167,local guide suport centre
1555,Agadez,NE,68.38,few clouds,19.75,10.25,
1556,Rio Verde De Mato Grosso,BR,91.27,overcast clouds,-18.9181,-54.8442,Hotel Valência
1557,Nova Russas,BR,91.33,broken clouds,-4.7067,-40.5631,palace motel
1558,Sao Pedro Do Sul,BR,88.63,overcast clouds,-29.6206,-54.1789,Sítio Hotel e Eventos
1559,Lukulu,ZM,76.3,few clouds,-14.3707,23.242,Ruth Guest House
1560,Negombo,LK,79.86,few clouds,7.2083,79.8358,Hotel Sunset Beach
1562,Panaba,MX,85.42,clear sky,21.2833,-88.2667,Hotel California
1566,Pizarro,CO,79.47,light rain,4.9533,-77.366,Hotel Limonar
1568,Uribia,CO,89.46,overcast clouds,11.7139,-72.266,Hotel Uribia
1570,Moroni,KM,80.15,few clouds,-11.7022,43.2551,Hotel les Arcades
1571,Enterprise,US,67.86,clear sky,36.0252,-115.2419,Las Vegas Motorcoach Resort
1572,Banda Aceh,ID,77.72,scattered clouds,5.5577,95.3222,Sulthan Hotel International
1574,Santiago De Cuba,CU,85.62,scattered clouds,20.0247,-75.8219,Cubanacan San Felix
1577,Manaquiri,BR,84.69,light rain,-3.3167,-60.35,
1578,Pontes E Lacerda,BR,84.49,overcast clouds,-15.2261,-59.3353,Hotel Bressan
1579,Kongoussi,BF,82.83,broken clouds,13.3258,-1.5347,Hôtel La Sagesse
1580,Lusambo,CD,69.08,overcast clouds,-4.9667,23.45,
1581,Oron,NG,80.87,broken clouds,4.8256,8.2343,Aqua Belloni Lodge
1582,Itupeva,BR,87.53,scattered clouds,-23.1531,-47.0578,Itupeva Plaza Hotel
1583,Batticaloa,LK,78.82,clear sky,7.7102,81.6924,Grand Star Guest House
1584,Gunjur,GM,80.67,overcast clouds,13.2019,-16.7339,Dalaba Eco-Lodge Gambia
1585,Santa Cruz De La Palma,ES,68.14,scattered clouds,28.6835,-17.7642,H10 Taburiente Playa
1586,Mapiripan,CO,83.61,moderate rain,2.8892,-72.1256,Monserrate
1587,Ilesha,NG,80.19,overcast clouds,7.1371,5.2583,Tosap Guest House
1588,Tulum,MX,83.93,clear sky,20.2167,-87.4667,Kin Ha Tulum
1589,Malavalli,IN,69.58,overcast clouds,12.3833,77.0833,Siddapaji Temple
1591,Barreirinhas,BR,85.78,broken clouds,-2.7469,-42.8264,Gran Lençóis Flat Residence
1592,Ramapuram,IN,72.34,scattered clouds,13.1167,79.2,Kumar
1593,Malanje,AO,66.04,moderate rain,-9.5402,16.341,Malanje Hotel
1595,Vieux-Habitants,GP,85.57,broken clouds,16.0589,-61.7659,Gîtes Dardanelle
1597,Arecibo,PR,88.02,broken clouds,18.4724,-66.7157,Atlantic Sand Oasis
1598,Malindi,KE,79.61,light rain,-3.2175,40.1191,African House Resort
1599,Canutama,BR,86.79,overcast clouds,-6.5339,-64.3831,Hotel Jhennifer
1604,Jos,NG,70.23,broken clouds,9.9167,8.9,Silk Suites
1606,Becerril,CO,94.01,overcast clouds,9.7041,-73.2793,Barrio El Carmen
1610,Cariamanga,EC,75.97,moderate rain,-4.3333,-79.55,Bermeo Plaza Hotel
1613,Ribeira Brava,PT,66.83,overcast clouds,32.65,-17.0667,Hotel do Campo
1616,Novo Aripuana,BR,82.87,broken clouds,-5.1206,-60.3797,Hotel Ezequiel
1618,Micheweni,TZ,80.24,few clouds,-4.9667,39.8333,
1620,Harare,ZW,73.81,broken clouds,-17.8294,31.0539,Fife Avenue Hotel
1621,Bulawayo,ZW,81.03,overcast clouds,-20.15,28.5833,4 On Housman Backpackers
1622,Mweka,CD,69.89,moderate rain,-4.85,21.5667,Guest House Boshab
1623,Moron,AR,80.06,light rain,-34.6534,-58.6198,Hotel Morón
1624,Vilhena,BR,77.22,scattered clouds,-12.7406,-60.1458,Hotel Mirage
1629,Yambio,SS,76.64,overcast clouds,4.5721,28.3955,Naivasha Hotel
1630,Le Vauclin,MQ,84.33,broken clouds,14.5452,-60.8388,Hôtel Cap Macabou
1634,Serabu,SL,78.51,overcast clouds,7.7958,-12.0536,
1640,Alikalia,SL,78.06,overcast clouds,9.1667,-11.4,
1643,Jaru,BR,83.95,moderate rain,-10.4389,-62.4664,Hotel Paraná
1645,Soyo,AO,78.89,overcast clouds,-6.1349,12.3689,Hotel Mpampa
1646,Tambacounda,SN,91.45,overcast clouds,13.7539,-13.7586,
1647,Jeremie,HT,81.09,overcast clouds,18.65,-74.1167,Auberge’Inn
1648,Kensington,AU,64.78,broken clouds,-33.9167,151.2167,Meriton Suites Zetland
1650,Muli,MV,82.51,broken clouds,2.9167,73.5667,Medhufushi Island Resort
1652,Ouagadougou,BF,82.53,clear sky,12.3642,-1.5383,Centrale Hotel
1658,Uvira,CD,74.43,overcast clouds,-3.4067,29.1458,Hotel Suzana
1659,Labrea,BR,82.04,overcast clouds,-7.2586,-64.7981,Hotel Novo Horizonte
1663,Bealanana,MG,64.27,clear sky,-14.55,48.7333,
1664,Itaituba,BR,82.56,scattered clouds,-4.2761,-55.9836,Hotel Campos
1666,Urucui,BR,75.36,moderate rain,-7.2294,-44.5561,Hotel Premium Piauí
1667,Ayacucho,PE,66.06,overcast clouds,-13.1583,-74.2239,Hotel Incasol
1669,Dodoma,TZ,72.28,scattered clouds,-6.1722,35.7395,Royal Village Hotel
