City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1671,Taminango,CO,72.61,moderate rain,1.5749,-77.2867,Hotel plaza
1672,Joao Pinheiro,BR,79.92,overcast clouds,-17.7425,-46.1725,Hotel Santos
1673,Rincon,US,74.86,broken clouds,32.296,-81.2354,Days Inn Rincon
1674,Moche,PE,68.18,overcast clouds,-8.1711,-79.0092,Wyndham Costa del Sol Trujillo
1676,Yacuiba,BO,69.03,overcast clouds,-22.038,-63.6797,Hotel Monumental
1679,Samfya,ZM,76.91,clear sky,-11.3649,29.5565,Chita Lodge Samfya
1683,Mattru,SL,78.73,overcast clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
1688,Arani,IN,73.94,broken clouds,12.6667,79.2833,KPK LODGE
1689,Yenagoa,NG,81.23,overcast clouds,4.9247,6.2642,Aridolf Resort Wellness and Spa
1691,Chulumani,BO,79.41,overcast clouds,-16.4096,-67.5263,Hotel Cabanas Paradise
1694,Ituiutaba,BR,86.79,broken clouds,-18.9689,-49.465,Bernal Hotel
1695,Pita,GN,80.51,scattered clouds,10.8333,-12.5833,
1699,Ayna,PE,75.7,overcast clouds,-12.65,-73.9167,
1700,Juba,SS,85.19,overcast clouds,4.8517,31.5825,ROYAL PALACE HOTEL - JUBA
1702,Collipulli,CL,84.4,clear sky,-37.95,-72.4333,Hotel Di Carlo
1703,Maun,BW,76.03,overcast clouds,-19.9833,23.4167,Enviro Villa
1707,Kita,ML,84.24,overcast clouds,13.0349,-9.4895,Hôtel Chat Rouge
1711,Inongo,CD,71.17,moderate rain,-1.95,18.2667,Hotel Du Lac
1714,Sao Francisco Do Sul,BR,78.13,scattered clouds,-26.2433,-48.6381,Hotel Kontiki
1715,Anori,BR,87.93,moderate rain,-3.7728,-61.6442,Novo Hotel 5 Irmãos
1716,Kushtagi,IN,73.87,overcast clouds,15.7667,76.2,SPOT ON 63992 Sri Renuka Lodge
1718,Seminole,US,78.89,clear sky,28.7086,-81.2081,Ono Hot Dog Cart and Catering
1719,Mamallapuram,IN,80.06,clear sky,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
1721,Puliyankudi,IN,75.65,broken clouds,9.1667,77.4167,G M Lodge
1722,Paliyad,IN,75.85,broken clouds,22.25,71.5667,આપણું બોટાદ
1728,Gidole,ET,64.58,broken clouds,5.65,37.3667,Shallom mekaneyesus church
1730,Bajos De Haina,DO,85.93,broken clouds,18.4154,-70.0332,Familia García Santana
1731,Bexhill,AU,67.64,scattered clouds,-28.7667,153.35,Caress Care Counselling & Equine Assisted Learning
1733,Sharjah,AE,75.18,few clouds,25.3573,55.4033,Swiss Belhotel Sharjah
1735,Amudat,UG,73.04,scattered clouds,1.95,34.95,Silent Night Hotel
1739,Prichard,US,77.49,few clouds,30.7388,-88.0789,Best Inn Formerly Known as M Star Hotel
1740,Tame,CO,90.66,overcast clouds,6.461,-71.73,Hospedaje Santa Ana
1741,Sainte-Marie,RE,78.96,clear sky,-20.8968,55.5496,Les pailles en queue de Sainte Marie
1745,Amarante Do Maranhao,BR,80.01,overcast clouds,-5.5667,-46.7422,Hotéis Caçulinha
1746,Nosy Varika,MG,75.6,few clouds,-20.5833,48.5333,Hotel Volazara
1748,Lavras,BR,77.52,clear sky,-21.2453,-44.9997,Hotel Ouro Lavras
1749,Copiapo,CL,64.09,few clouds,-27.3667,-70.3333,San Francisco de La Selva
1752,Yendi,GH,86.36,overcast clouds,9.4427,-0.0099,Eyarro Lodge
1758,Brazzaville,CG,72.84,overcast clouds,-4.2658,15.2832,Hotel Muesse
1759,Neuquen,AR,75.09,broken clouds,-38.9516,-68.0591,Hotel del Comahue
1762,Banikoara,BJ,81.57,overcast clouds,11.2985,2.4386,Hôtel de l'UCom CVPC
1763,Alexandria,EG,66.24,overcast clouds,31.2156,29.9553,Royal Crown Hotel
1764,Linguere,SN,87.51,overcast clouds,15.3953,-15.1193,AYO Casablanca
1766,Mossendjo,CG,71.8,broken clouds,-2.9506,12.7261,HOTEL D'ASSISE
1769,Cookeville,US,65.64,mist,36.1628,-85.5016,La Quinta Inn & Suites by Wyndham Cookeville
1770,Selma,US,76.84,clear sky,36.5708,-119.6121,"Holiday Inn Selma-Swancourt, an IHG Hotel"
1771,Bhadrapur,NP,67.06,overcast clouds,26.544,88.0944,Greencity
1773,Pilikwe,BW,78.28,broken clouds,-22.799,27.1938,
1776,Gibara,CU,78.12,overcast clouds,21.1097,-76.1317,Sol y Mar
1782,Mitu,CO,73.33,moderate rain,1.1983,-70.1733,
1785,Bull Savanna,JM,79.54,overcast clouds,17.8868,-77.5902,Big Red's
1788,Tokonou,GN,79.83,overcast clouds,9.65,-9.7833,
1789,Karmala,IN,71.87,scattered clouds,18.4167,75.2,Hotel Ashutosh And Lodge
1795,Mumford,GH,81.43,overcast clouds,5.2618,-0.759,Spanish Villa
1797,Catalina,US,74.1,overcast clouds,32.5056,-110.9211,Miraval Arizona Resort & Spa
1798,Araruama,BR,80.65,broken clouds,-22.8728,-42.3431,Apartamento Quality
1801,Kano,NG,78.69,few clouds,12.0001,8.5167,Havana Guest Inn
1802,Lere,NG,75.02,broken clouds,10.387,8.5726,
1804,Miracema Do Tocantins,BR,83.25,overcast clouds,-9.5618,-48.3967,Miami Apart Hotel
1807,Goma,CD,64.27,light rain,-1.6792,29.2228,Hotel la Versailles Goma
1809,Nagapattinam,IN,77.54,clear sky,10.7667,79.8333,Sathya Lodge
1812,Escarcega,MX,90.43,scattered clouds,18.6089,-90.7454,Hotel Maria Isabel
1814,Phuntsholing,BT,64.78,few clouds,26.8516,89.3884,Hotel White House
1815,Guadalajara,MX,78.98,clear sky,20.6667,-103.3333,Hotel Aranzazú
1818,Rio Claro,BR,89.42,scattered clouds,-22.4114,-47.5614,Hotel Vivendas Rio Claro by Atlantica
1819,Lagos,NG,84.52,broken clouds,6.5833,3.75,
1820,El Carmen,CO,82.47,overcast clouds,8.5106,-73.4478,Hotel La Casona
1823,Itanhandu,BR,81.7,broken clouds,-22.2958,-44.9347,Hotel casarão
1825,Palora,EC,73.38,light rain,-1.7,-77.9333,Rancho grande
1829,Parana,AR,86.58,broken clouds,-31.732,-60.5238,Howard Johnson by Wyndham Plaza Hotel Mayorazgo
1832,Srivardhan,IN,75.06,clear sky,18.0333,73.0167,Savli Resort/Hotel - Shrivardhan
1833,Manjacaze,MZ,82.49,clear sky,-24.7117,33.8828,Hotel Gani
1836,Prado,BR,77.32,clear sky,-17.3411,-39.2208,INN CORNER RIVER - PRADO - BAHIA - HOUSING AND HOTEL
1837,Goianesia,BR,81.63,broken clouds,-15.3175,-49.1175,Kamur Plaza Hotel - Goianésia
1838,Sabalgarh,IN,64.27,clear sky,26.25,77.4,Kailadevi studio
1840,Tefe,BR,91.51,scattered clouds,-3.3542,-64.7114,Aracati Hotel
1842,Houma,US,78.8,scattered clouds,29.5958,-90.7195,Courtyard by Marriott Houma
1846,Kourou,GF,77.05,light rain,5.1552,-52.6478,Lodge TAKINI4 Guesthouse KOUROU FGU
1848,Itapuranga,BR,82.15,overcast clouds,-15.5622,-49.9486,Terraço Hotel
1849,Talen,IN,68.92,overcast clouds,23.5667,76.7167,होटल आनंद पैलेस
1852,Catamarca,AR,79.77,overcast clouds,-28.4696,-65.7852,Amerian Catamarca Park Hotel
1854,Gopalur,IN,73.35,few clouds,16.6167,77.8,Dhaba- Motel
1855,Shagamu,NG,83.98,broken clouds,6.8432,3.6478,Remo Majestic Hotel
1857,Bahia Honda,CU,80.69,clear sky,22.9036,-83.1592,Casa Gualberto - Deysi
1858,New Port Richey,US,77.29,overcast clouds,28.2442,-82.7193,Quality Inn & Suites Conference Center
1860,Giyani,ZA,81.54,clear sky,-23.3025,30.7187,Kulani Country Lodge
1865,Pitmoaga,BF,82.02,clear sky,12.2397,-1.8767,
1867,Mafinga,TZ,76.41,overcast clouds,-7.25,35.0667,
1870,El Tigre,VE,91.31,broken clouds,8.8875,-64.2454,Hotel Santa Cruz
1875,Guiberoua,CI,80.49,broken clouds,6.2392,-6.1727,HOTEL LAGOTCHÉ
1876,Alice Town,BS,75.07,overcast clouds,25.7167,-79.3,Bimini Big Game Club Resort & Marina
1877,Sitrah,BH,68.0,clear sky,26.1547,50.6206,Al Bander Resort
1879,Mahenge,TZ,65.44,overcast clouds,-8.6833,36.7167,Mkondosii Guest House
1880,Elizabethton,US,71.2,overcast clouds,36.3487,-82.2107,East Tennessee RV Park
1882,Chibombo,ZM,76.57,clear sky,-14.6569,28.0706,Chibombo District Council Guest House
1884,Santarem,BR,82.53,thunderstorm,-2.4431,-54.7083,Ecotur Lodge
1885,Mathathane,BW,85.64,overcast clouds,-22.2687,28.7495,Selepswe Resort
1888,Port Shepstone,ZA,70.16,light rain,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
1889,Khairagarh,IN,64.94,clear sky,26.95,77.8167,Saleem Bhai Fruit Co.
1891,Wagar,SD,79.32,clear sky,16.1525,36.2032,
1892,Amreli,IN,73.4,clear sky,21.6167,71.2333,Sanskar Hostel & PG Center
1893,Zaraza,VE,92.75,overcast clouds,9.3503,-65.3245,Hotel Zaraza
1897,Tamasane,BW,79.52,overcast clouds,-22.4184,27.4013,
1900,Ipatinga,BR,79.72,broken clouds,-19.4683,-42.5367,Panorama Tower Hotel
1902,Khipro,PK,66.92,clear sky,25.8285,69.3772,Mukesh Bhojraj Khatri Graphix Khipro
1903,Sibiti,CG,69.8,overcast clouds,-3.6819,13.3499,"LE PAPYRUS (hôtel, bar et restaurant)"
1905,Banyo,CM,78.76,overcast clouds,6.75,11.8167,Motel JOMBA
1907,Farafangana,MG,77.4,few clouds,-22.8167,47.8333,Miarina
1911,Montecristo,CO,88.21,overcast clouds,8.2971,-74.4733,Casa Hotel Doña Mery
1913,Dorado,PR,85.75,broken clouds,18.4588,-66.2677,Embassy Suites by Hilton Dorado del Mar Beach Resort
1914,San Luis,AR,64.15,overcast clouds,-33.295,-66.3356,Huarpes Hotel
1916,Pietersburg,ZA,68.85,clear sky,-23.9045,29.4688,Bed and Breakfast @ Reggies B&B
1918,Quepos,CR,94.53,broken clouds,9.4236,-84.1652,Jungle Beach Hotel at Manuel Antonio
1921,Mpongwe,ZM,72.97,scattered clouds,-13.5091,28.155,GCMF Office & Lodge
1922,Divinopolis,BR,79.3,few clouds,-20.1389,-44.8839,Hotel Fátima
1923,Russas,BR,82.9,broken clouds,-4.9403,-37.9758,Veredas do Vale Hotel
1926,Humberto De Campos,BR,82.47,overcast clouds,-2.5983,-43.4611,Pousada do Cabeça
1929,Cravo Norte,CO,91.22,overcast clouds,6.3017,-70.2041,Hotel Potosí Los Mirtos
1930,Piro,IN,67.51,overcast clouds,25.3333,84.4167,Maa Vaishnavi Digital dharmkanta
1931,Nsunga,TZ,64.54,overcast clouds,-1.1439,31.3947,
1933,Ortega,CO,90.34,overcast clouds,3.9361,-75.2217,Hotel Gilmart
1936,Saint Andrews,US,72.75,broken clouds,34.0454,-81.1293,Baymont by Wyndham Columbia Northwest
1941,Lakheri,IN,65.03,clear sky,25.6667,76.1667,प्रहलाद जी सैनी
1942,Jacksonville,US,76.08,clear sky,30.3322,-81.6556,Hyatt Regency Jacksonville Riverfront
1946,Sancti Spiritus,CU,82.24,clear sky,21.9297,-79.4425,Hostal El Parque
1948,Grand-Santi,GF,80.15,overcast clouds,4.25,-54.3833,Hotel La Villa Couacou
1949,Krishnarajpet,IN,67.77,overcast clouds,12.655,76.4883,Pruthvi Comforts
1950,La Palma,US,69.48,haze,33.8464,-118.0467,La Quinta Inn & Suites by Wyndham Buena Park
1951,Madaoua,NE,78.04,overcast clouds,14.073,5.96,
1952,Pandharpur,IN,75.49,overcast clouds,17.6667,75.3333,Pandharinath Lodge and Restaurant
1954,Caconda,AO,64.98,light rain,-13.7333,15.0667,
1956,Lucea,JM,85.86,broken clouds,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
1961,Beni,CD,64.42,light rain,0.5,29.4667,Albertine hotel
1962,Sao Raimundo Das Mangabeiras,BR,74.26,light rain,-7.0219,-45.4811,Hotel Tropical
1964,Cunha,BR,81.34,scattered clouds,-23.0744,-44.9597,Pousada Calu
1965,Nauta,PE,83.98,moderate rain,-4.5061,-73.5757,Amazon Exploring Expedition - Eretzen Tá Lodge
1969,Kosamba,IN,73.11,clear sky,21.4833,72.95,Ajay nanjibhai chavda
1970,Ovalle,CL,88.2,clear sky,-30.5983,-71.2003,Hotel Altos de Tuqui
1971,Igbo Ora,NG,85.64,overcast clouds,7.4333,3.2833,Pinkbell Inn
1974,Pitangui,BR,77.72,broken clouds,-19.6828,-44.8903,Pousada Monsenhor Vicente
1979,Barra Do Garcas,BR,88.38,light rain,-15.89,-52.2567,Hotel Pousada Tropical
1980,Manor,IN,73.54,clear sky,19.75,72.9167,Vegas Hotel And Lodging.
1981,Latur,IN,67.66,clear sky,18.4,76.5833,Hotel Radhika Latur
1983,Maiduguri,NG,77.77,overcast clouds,11.8464,13.1603,Kagel Mari Police Station
1984,Doctor Juan Manuel Frutos,PY,94.93,clear sky,-25.3667,-55.8,Balneario Las Burbujas
1986,Doha,QA,67.98,clear sky,25.2867,51.5333,Movenpick Hotel Doha
1988,Ocara,BR,88.0,few clouds,-4.4908,-38.5967,Pousada familiar
1990,Totness,SR,82.83,overcast clouds,5.8833,-56.3167,STAATS LOGEERGEBOUW TOTNESS
1993,Hadejia,NG,78.49,few clouds,12.4498,10.0444,Kasuwar Kuda Hadejia General Hospital Road
1994,Beyla,GN,80.53,broken clouds,8.6833,-8.6333,DIAN SINKO
1995,Arica,CL,78.35,clear sky,-18.475,-70.3042,Hostal Jardin Del Sol
1996,Mossoro,BR,87.75,scattered clouds,-5.1875,-37.3442,ibis Mossoro
1998,Dromolaxia,CY,64.27,clear sky,34.8761,33.586,Sea N Lake View Hotel Apartments
2000,Bhadrachalam,IN,69.4,overcast clouds,17.6667,80.8833,Hotel Srinidhi Residency
2001,Wamba,NG,80.96,overcast clouds,8.9333,8.6,Roma Zee Guest House Annex
2002,Rome,US,71.62,clear sky,34.257,-85.1647,La Quinta Inn & Suites by Wyndham Rome
2003,Nirmali,IN,69.04,scattered clouds,26.3167,86.5833,Baidyanath Sharma Lodge
2012,Santa Cruz Cabralia,BR,79.03,scattered clouds,-16.2781,-39.0247,Puerto Princesa Inn
2013,Shurugwi,ZW,78.12,broken clouds,-19.6702,30.0059,Flame Lily Lodge
2016,Vitoria Da Conquista,BR,71.46,scattered clouds,-14.8661,-40.8394,Hotel Universo
2017,Youkounkoun,GN,87.4,overcast clouds,12.5333,-13.1333,
2019,San Ramon De La Nueva Oran,AR,78.42,overcast clouds,-23.1322,-64.326,Hotel Residencial Centro
2020,Huanuco,PE,76.51,light rain,-9.9329,-76.2415,Sweet Dreams
2021,Bhigvan,IN,72.03,clear sky,18.3167,74.7667,Hotel Sagar
2022,Inyonga,TZ,74.25,overcast clouds,-6.7167,32.0667,Eden Rock Lodge
2023,Mayor Pablo Lagerenza,PY,93.85,light rain,-19.9309,-60.7718,
2024,Turiacu,BR,83.61,broken clouds,-1.6633,-45.3717,Pousada Maranata
2026,Limoeiro Do Ajuru,BR,83.93,overcast clouds,-1.8953,-49.3806,Hotel Dalva
